,Fruit_length,Fruit_diameter,Seed_length,Seed_diameter,CONSUMER,INTSTR,TYPE,Reintro
7882,100,6,1,0.8,Didelphis aurita,1,Didelphimorphia,PNT
7897,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
7929,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
7955,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
7991,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
8026,NA,NA,NA,NA,Didelphis aurita,0.75,Didelphimorphia,PNT
8042,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
8078,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
8111,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
8133,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
8276,32.4,31,4,2.5,Didelphis aurita,0.5,Didelphimorphia,PNT
8302,59.4,57,4.7,3.5,Didelphis aurita,1,Didelphimorphia,PNT
8798,15,12.6,1.5,1,Didelphis aurita,1,Didelphimorphia,PNT
8816,10,8,2.2,1.4,Didelphis aurita,0.5,Didelphimorphia,PNT
9019,6,6.2,1.4,1,Didelphis aurita,0.5,Didelphimorphia,PNT
9052,20,11,2.2,2,Didelphis aurita,0.5,Didelphimorphia,PNT
9095,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9154,15,10,2.5,2,Didelphis aurita,0.5,Didelphimorphia,PNT
9202,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9240,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9288,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9324,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9367,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9384,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9443,NA,NA,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9464,7.6,6.3,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9521,NA,8,NA,NA,Didelphis aurita,0.5,Didelphimorphia,PNT
9607,60,42,15,15,Didelphis aurita,0.5,Didelphimorphia,PNT
14,14.4,11.6,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
37,8,4,4,2,Elaenia flavogaster,0.5,Passeriformes,PNT
90,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
159,5.8,4.7,5.8,4.1,Elaenia flavogaster,0.5,Passeriformes,PNT
217,17,10,4.6,3.5,Elaenia flavogaster,1,Passeriformes,PNT
235,19.38,9.24,4.6,3.61,Elaenia flavogaster,0.5,Passeriformes,PNT
338,8.33,4.5,4.98,4.25,Elaenia flavogaster,0.5,Passeriformes,PNT
340,6.5,7,6,5,Elaenia flavogaster,0.75,Passeriformes,PNT
360,28,25,10,9,Elaenia flavogaster,1,Passeriformes,PNT
407,7.7,7.5,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
447,11.7,11,5.4,4.5,Elaenia flavogaster,0.5,Passeriformes,PNT
480,29,28,8,7,Elaenia flavogaster,0.5,Passeriformes,PNT
504,3,3,2,1.3,Elaenia flavogaster,1,Passeriformes,PNT
537,230,12.62,2,0.62,Elaenia flavogaster,0.5,Passeriformes,PNT
613,230,20.58,2.9,0.98,Elaenia flavogaster,0.5,Passeriformes,PNT
705,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
738,200,10,2,0.61,Elaenia flavogaster,1,Passeriformes,PNT
965,4,3.4,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
987,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1001,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1010,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1033,9,10,7.5,5.5,Elaenia flavogaster,0.5,Passeriformes,PNT
1045,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1059,20,22,15,10,Elaenia flavogaster,0.5,Passeriformes,PNT
1071,20,18,13,9,Elaenia flavogaster,0.5,Passeriformes,PNT
1097,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1136,28.29,11,11.8,9.7,Elaenia flavogaster,0.5,Passeriformes,PNT
1194,23,27,17,9.3,Elaenia flavogaster,0.5,Passeriformes,PNT
1241,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1277,8,3.7,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1323,9.4,5.4,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1345,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
1371,15.54,7.18,11.1,6.54,Elaenia flavogaster,0.5,Passeriformes,PNT
2313,12.8,12.46,11.7,10,Elaenia flavogaster,0.5,Passeriformes,PNT
2365,32,23,1,0.5,Elaenia flavogaster,0.5,Passeriformes,PNT
2432,5,6,1.2,0.7,Elaenia flavogaster,0.5,Passeriformes,PNT
2473,14,12,1.4,1.2,Elaenia flavogaster,0.5,Passeriformes,PNT
2534,14,14,1.2,1,Elaenia flavogaster,0.5,Passeriformes,PNT
2574,16.6,18,1,0.5,Elaenia flavogaster,0.5,Passeriformes,PNT
2661,19.81,23.09,0.5,0.4,Elaenia flavogaster,0.5,Passeriformes,PNT
2703,7,6,0.5,0.3,Elaenia flavogaster,0.5,Passeriformes,PNT
2765,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
2808,17,20,2.8,1.7,Elaenia flavogaster,0.5,Passeriformes,PNT
2870,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
2905,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
2962,10,8,0.9,0.7,Elaenia flavogaster,0.5,Passeriformes,PNT
3037,8,7,0.7,0.7,Elaenia flavogaster,0.5,Passeriformes,PNT
3100,8,8,1.1,1.1,Elaenia flavogaster,0.5,Passeriformes,PNT
3178,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
3239,17.93,18,0.8,0.7,Elaenia flavogaster,0.5,Passeriformes,PNT
3299,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
3355,6.95,6.53,6.1,3.84,Elaenia flavogaster,1,Passeriformes,PNT
3372,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
3398,16,12,13,10,Elaenia flavogaster,1,Passeriformes,PNT
3420,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
3439,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
3456,9.4,5.3,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
3472,8,5,6,5,Elaenia flavogaster,0.5,Passeriformes,PNT
3479,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
3489,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
4119,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
4201,2.6,3,NA,1,Elaenia flavogaster,0.5,Passeriformes,PNT
4261,4.6,3.4,0.5,0.4,Elaenia flavogaster,0.5,Passeriformes,PNT
4355,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
4417,3.3,4,3.3,3.1,Elaenia flavogaster,0.5,Passeriformes,PNT
4487,3.7,4.5,1.4,1.3,Elaenia flavogaster,0.5,Passeriformes,PNT
4573,3.51,2.54,0.4,0.3,Elaenia flavogaster,0.5,Passeriformes,PNT
4651,NA,NA,NA,1,Elaenia flavogaster,0.5,Passeriformes,PNT
4724,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
4837,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
4922,3.6,3,1,0.85,Elaenia flavogaster,0.5,Passeriformes,PNT
4992,1.9,2.3,1,1,Elaenia flavogaster,0.5,Passeriformes,PNT
5081,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
5158,3.2,3.4,0.6,0.61,Elaenia flavogaster,0.5,Passeriformes,PNT
5235,4.5,4.5,2.7,1.6,Elaenia flavogaster,0.5,Passeriformes,PNT
5289,3.2,3.54,1.21,1.34,Elaenia flavogaster,0.5,Passeriformes,PNT
5357,6.3,6,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
5407,5,4,0.7,0.4,Elaenia flavogaster,0.5,Passeriformes,PNT
5519,3.4,3.6,1,1,Elaenia flavogaster,0.5,Passeriformes,PNT
5619,4.4,3.9,1.1,0.9,Elaenia flavogaster,0.5,Passeriformes,PNT
5799,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
5833,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
5904,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
5950,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6003,8,7.6,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6058,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6098,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6129,13.2,11.6,6.58,0.3,Elaenia flavogaster,0.5,Passeriformes,PNT
6177,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6252,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6281,6.5,4.5,3,2.5,Elaenia flavogaster,0.5,Passeriformes,PNT
6322,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6375,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6428,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6505,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
6565,NA,NA,NA,NA,Elaenia flavogaster,0.5,Passeriformes,PNT
